Date and Time,Aggregated Power,Voltage,Current,Power,Appliance
2024-09-01 16:32:38,3981.371,233,6.918,1609.989,Hair Dryer
2024-09-01 16:37:59,1487.09,230,6.516,1487.09,Iron
2024-09-01 16:37:59,2362.609,230,4.065,875.518,Microwave Oven
2024-09-01 16:37:59,3881.822,232,6.508,1519.213,Electric Kettle
2024-09-01 16:44:39,1474.381,232,6.419,1474.381,Iron
2024-09-01 16:44:39,3097.388,231,6.956,1623.006,Hair Dryer
2024-09-01 16:44:39,4602.367,233,6.441,1504.979,Electric Kettle
2024-09-01 16:54:34,196.598,231,0.878,196.598,TV
2024-09-01 16:54:34,1722.087,231,6.567,1525.489,Iron
2024-09-01 16:54:34,3223.98,230,6.409,1501.892,Electric Kettle
2024-09-01 16:59:43,865.78,231,4.02,865.78,Microwave Oven
2024-09-01 16:59:43,2524.774,230,7.086,1658.995,Hair Dryer
2024-09-01 16:59:43,2716.667,233,0.865,191.893,TV
2024-09-02 09:00:00,1174.987,230,5.169,1174.987,Coffee Machine
2024-09-02 09:00:00,2715.55,230,6.643,1540.563,Iron
2024-09-02 09:00:00,4179.332,232,6.372,1463.782,Electric Kettle
2024-09-02 09:06:26,181.223,233,0.852,181.223,Desktop Computer
2024-09-02 09:06:26,1350.004,233,5.096,1168.781,Coffee Machine
2024-09-02 09:06:26,2124.22,233,3.387,774.217,Toaster
2024-09-02 09:11:45,178.583,231,0.865,178.583,Desktop Computer
2024-09-02 09:11:45,1663.925,231,6.529,1485.342,Electric Kettle
2024-09-02 09:11:45,2170.512,231,2.535,506.587,Washing Machine
2024-09-02 09:16:04,517.383,231,2.613,517.383,Washing Machine
2024-09-02 09:16:04,1720.999,231,5.193,1203.616,Coffee Machine
2024-09-02 09:16:04,2531.003,231,3.539,810.004,Toaster
2024-09-02 09:21:54,183.107,231,0.877,183.107,Desktop Computer
2024-09-02 09:21:54,1717.299,230,6.594,1534.192,Electric Kettle
2024-09-02 09:21:54,2234.476,231,2.628,517.178,Washing Machine
2024-09-02 09:25:54,514.487,233,2.565,514.487,Washing Machine
2024-09-02 09:25:54,2006.86,231,6.397,1492.374,Iron
2024-09-02 09:25:54,2817.628,231,3.518,810.768,Toaster
2024-09-02 09:34:07,1507.603,232,6.547,1507.603,Electric Kettle
2024-09-02 09:34:07,2698.769,233,5.1,1191.166,Coffee Machine
2024-09-02 09:34:07,4215.374,231,6.525,1516.605,Iron
2024-09-02 09:39:29,523.219,233,2.599,523.219,Washing Machine
2024-09-02 09:39:29,1727.949,230,5.323,1204.73,Coffee Machine
2024-09-02 09:39:29,3213.932,231,6.463,1485.983,Iron
2024-09-02 09:45:18,511.377,233,2.556,511.377,Washing Machine
2024-09-02 09:45:18,2040.234,230,6.631,1528.858,Electric Kettle
2024-09-02 09:45:18,2219.29,231,0.876,179.056,Desktop Computer
2024-09-02 09:50:34,508.355,230,2.643,508.355,Washing Machine
2024-09-02 09:50:34,2026.82,230,6.59,1518.465,Iron
2024-09-02 09:50:34,2208.49,231,0.858,181.67,Desktop Computer
2024-09-02 09:54:35,1506.282,232,6.402,1506.282,Electric Kettle
2024-09-02 09:54:35,2680.133,232,5.092,1173.851,Coffee Machine
2024-09-02 09:54:35,4170.561,233,6.331,1490.428,Iron
2024-09-02 10:00:54,1023.3,230,5.297,1023.3,Vacuum Cleaner
2024-09-02 10:00:54,7938.596,232,35.465,6915.296,6 Ton AC
2024-09-02 10:00:54,8129.196,233,0.848,190.601,TV
2024-09-02 10:06:51,1053.199,231,5.284,1053.199,Vacuum Cleaner
2024-09-02 10:06:51,1915.921,233,3.972,862.723,Microwave Oven
2024-09-02 10:06:51,2109.939,232,0.863,194.017,TV
2024-09-02 10:14:08,6812.34,232,34.942,6812.34,6 Ton AC
2024-09-02 10:14:08,7068.205,230,1.306,255.865,Refrigerator
2024-09-02 10:14:08,7952.463,233,3.933,884.258,Microwave Oven
2024-09-02 10:20:59,881.504,233,3.98,881.504,Microwave Oven
2024-09-02 10:20:59,1070.501,232,0.856,188.998,TV
2024-09-02 10:20:59,8263.889,233,35.611,7193.388,6 Ton AC
2024-09-02 10:29:18,196.319,231,0.884,196.319,TV
2024-09-02 10:29:18,7140.576,231,35.955,6944.257,6 Ton AC
2024-09-02 10:29:18,8041.615,230,4.165,901.039,Microwave Oven
2024-09-02 10:36:23,190.429,231,0.87,190.429,TV
2024-09-02 10:36:23,1095.639,231,4.119,905.21,Microwave Oven
2024-09-02 10:36:23,2093.983,232,5.135,998.344,Vacuum Cleaner
2024-09-02 10:40:42,257.997,231,1.298,257.997,Refrigerator
2024-09-02 10:40:42,443.492,233,0.855,185.495,TV
2024-09-02 10:40:42,1473.714,232,5.134,1030.222,Vacuum Cleaner
2024-09-02 10:46:25,878.003,231,3.985,878.003,Microwave Oven
2024-09-02 10:46:25,7794.234,230,35.531,6916.231,6 Ton AC
2024-09-02 10:46:25,8039.067,232,1.262,244.833,Refrigerator
2024-09-02 10:51:57,900.632,230,4.154,900.632,Microwave Oven
2024-09-02 10:51:57,1919.363,233,5.238,1018.732,Vacuum Cleaner
2024-09-02 10:51:57,2115.989,232,0.876,196.626,TV
2024-09-02 10:59:32,6915.366,230,35.968,6915.366,6 Ton AC
2024-09-02 10:59:32,7102.887,233,0.849,187.521,TV
2024-09-02 10:59:32,7999.461,230,4.164,896.574,Microwave Oven
2024-09-02 11:07:29,1020.8,232,5.201,1020.8,Vacuum Cleaner
2024-09-02 11:07:29,1213.989,233,0.866,193.19,TV
2024-09-02 11:07:29,8368.668,232,36.03,7154.678,6 Ton AC
2024-09-02 11:16:08,6974.584,232,35.758,6974.584,6 Ton AC
2024-09-02 11:16:08,7845.751,232,3.999,871.167,Microwave Oven
2024-09-02 11:16:08,8102.401,233,1.278,256.65,Refrigerator
2024-09-02 11:23:28,1018.299,230,5.247,1018.299,Vacuum Cleaner
2024-09-02 11:23:28,1212.011,232,0.868,193.712,TV
2024-09-02 11:23:28,1469.696,232,1.29,257.685,Refrigerator
2024-09-02 11:31:58,1038.117,233,5.204,1038.117,Vacuum Cleaner
2024-09-02 11:31:58,1230.85,233,0.873,192.734,TV
2024-09-02 11:31:58,2114.063,232,3.994,883.213,Microwave Oven
2024-09-02 11:41:48,7097.369,233,36.01,7097.369,6 Ton AC
2024-09-02 11:41:48,7287.892,231,0.873,190.523,TV
2024-09-02 11:41:48,7537.952,232,1.285,250.061,Refrigerator
2024-09-02 11:48:20,258.184,231,1.291,258.184,Refrigerator
2024-09-02 11:48:20,7251.424,233,35.73,6993.239,6 Ton AC
2024-09-02 11:48:20,8146.242,232,4.019,894.818,Microwave Oven
2024-09-02 11:54:24,193.943,230,0.887,193.943,TV
2024-09-02 11:54:24,437.944,233,1.254,244.0,Refrigerator
2024-09-02 11:54:24,7365.191,233,35.659,6927.247,6 Ton AC
2024-09-02 12:03:01,1028.384,231,5.251,1028.384,Vacuum Cleaner
2024-09-02 12:03:01,1215.333,231,0.858,186.949,TV
2024-09-02 12:03:01,1457.375,233,1.246,242.042,Refrigerator
2024-09-02 12:07:04,903.417,232,4.044,903.417,Microwave Oven
2024-09-02 12:07:04,1159.17,231,1.311,255.753,Refrigerator
2024-09-02 12:07:04,8161.353,233,35.247,7002.183,6 Ton AC
2024-09-02 12:11:51,188.378,230,0.861,188.378,TV
2024-09-02 12:11:51,7139.395,230,35.81,6951.018,6 Ton AC
2024-09-02 12:11:51,7392.075,230,1.275,252.679,Refrigerator
2024-09-02 12:21:22,1022.141,232,5.16,1022.141,Vacuum Cleaner
2024-09-02 12:21:22,1926.713,231,4.123,904.572,Microwave Oven
2024-09-02 12:21:22,8820.915,231,35.809,6894.202,6 Ton AC
2024-09-02 12:28:52,1003.056,232,5.19,1003.056,Vacuum Cleaner
2024-09-02 12:28:52,1252.951,233,1.248,249.896,Refrigerator
2024-09-02 12:28:52,8099.641,230,35.22,6846.689,6 Ton AC
2024-09-02 12:37:07,255.563,231,1.291,255.563,Refrigerator
2024-09-02 12:37:07,1263.689,231,5.142,1008.126,Vacuum Cleaner
2024-09-02 12:37:07,2175.472,230,4.15,911.783,Microwave Oven
2024-09-02 12:44:56,247.041,231,1.28,247.041,Refrigerator
2024-09-02 12:44:56,434.373,230,0.872,187.333,TV
2024-09-02 12:44:56,1490.225,233,5.231,1055.851,Vacuum Cleaner
2024-09-02 12:54:15,7014.602,232,35.835,7014.602,6 Ton AC
2024-09-02 12:54:15,7205.787,231,0.881,191.184,TV
2024-09-02 12:54:15,8088.194,230,4.041,882.407,Microwave Oven
2024-09-02 12:59:10,196.471,232,0.879,196.471,TV
2024-09-02 12:59:10,1204.927,233,5.096,1008.456,Vacuum Cleaner
2024-09-02 12:59:10,2102.051,230,4.088,897.125,Microwave Oven
2024-09-02 13:07:01,257.886,230,1.305,257.886,Refrigerator
2024-09-02 13:07:01,446.069,233,0.858,188.183,TV
2024-09-02 13:07:01,7531.575,232,35.904,7085.505,6 Ton AC
2024-09-02 13:15:22,1048.855,232,5.239,1048.855,Vacuum Cleaner
2024-09-02 13:15:22,1235.489,230,0.859,186.634,TV
2024-09-02 13:15:22,1486.984,232,1.286,251.495,Refrigerator
2024-09-02 13:22:15,196.516,233,0.874,196.516,TV
2024-09-02 13:22:15,449.514,232,1.292,252.998,Refrigerator
2024-09-02 13:22:15,7400.421,231,35.118,6950.907,6 Ton AC
2024-09-02 13:26:30,247.159,233,1.26,247.159,Refrigerator
2024-09-02 13:26:30,1112.639,232,3.957,865.48,Microwave Oven
2024-09-02 13:26:30,7984.602,230,35.187,6871.963,6 Ton AC
2024-09-02 13:33:10,900.633,231,4.09,900.633,Microwave Oven
2024-09-02 13:33:10,1155.783,230,1.31,255.15,Refrigerator
2024-09-02 13:33:10,1347.315,233,0.875,191.532,TV
2024-09-02 13:38:41,1000.211,233,5.138,1000.211,Vacuum Cleaner
2024-09-02 13:38:41,8177.561,231,36.208,7177.35,6 Ton AC
2024-09-02 13:38:41,8430.2,232,1.273,252.639,Refrigerator
2024-09-02 13:47:47,187.141,232,0.852,187.141,TV
2024-09-02 13:47:47,445.992,231,1.301,258.851,Refrigerator
2024-09-02 13:47:47,7441.5,231,35.21,6995.509,6 Ton AC
2024-09-02 13:53:35,1031.392,231,5.243,1031.392,Vacuum Cleaner
2024-09-02 13:53:35,1941.944,231,4.069,910.552,Microwave Oven
2024-09-02 13:53:35,8958.249,231,35.093,7016.305,6 Ton AC
2024-09-02 13:59:56,244.695,233,1.259,244.695,Refrigerator
2024-09-02 13:59:56,7183.81,232,35.193,6939.116,6 Ton AC
2024-09-02 13:59:56,8195.66,230,5.134,1011.849,Vacuum Cleaner
2024-09-02 14:04:25,1009.059,232,5.149,1009.059,Vacuum Cleaner
2024-09-02 14:04:25,7824.312,230,35.417,6815.253,6 Ton AC
2024-09-02 14:04:25,8013.45,230,0.861,189.138,TV
2024-09-02 14:11:29,7050.358,231,36.16,7050.358,6 Ton AC
2024-09-02 14:11:29,8052.784,230,5.219,1002.426,Vacuum Cleaner
2024-09-02 14:11:29,8249.352,231,0.885,196.567,TV
2024-09-02 14:18:54,7057.468,231,35.507,7057.468,6 Ton AC
2024-09-02 14:18:54,8069.033,233,5.189,1011.565,Vacuum Cleaner
2024-09-02 14:18:54,8261.29,231,0.884,192.257,TV
2024-09-02 14:24:40,6868.464,232,35.089,6868.464,6 Ton AC
2024-09-02 14:24:40,7126.289,232,1.294,257.825,Refrigerator
2024-09-02 14:24:40,8140.31,232,5.144,1014.021,Vacuum Cleaner
2024-09-02 14:30:29,1047.314,230,5.316,1047.314,Vacuum Cleaner
2024-09-02 14:30:29,1241.914,232,0.872,194.599,TV
2024-09-02 14:30:29,1496.85,230,1.323,254.937,Refrigerator
2024-09-02 14:37:32,254.652,230,1.307,254.652,Refrigerator
2024-09-02 14:37:32,1144.864,231,4.006,890.213,Microwave Oven
2024-09-02 14:37:32,1340.151,230,0.886,195.286,TV
2024-09-02 14:44:30,1022.314,231,5.14,1022.314,Vacuum Cleaner
2024-09-02 14:44:30,1209.605,230,0.857,187.291,TV
2024-09-02 14:44:30,8187.496,230,35.236,6977.891,6 Ton AC
2024-09-02 14:52:36,7190.351,232,36.072,7190.351,6 Ton AC
2024-09-02 14:52:36,8203.374,233,5.083,1013.022,Vacuum Cleaner
2024-09-02 14:52:36,8392.402,233,0.854,189.028,TV
2024-09-02 14:57:39,7053.798,233,35.828,7053.798,6 Ton AC
2024-09-02 14:57:39,7297.555,231,1.265,243.757,Refrigerator
2024-09-02 14:57:39,7486.22,232,0.854,188.665,TV
2024-09-02 15:04:26,246.846,233,1.267,246.846,Refrigerator
2024-09-02 15:04:26,1296.7,232,5.253,1049.854,Vacuum Cleaner
2024-09-02 15:04:26,8301.443,233,35.901,7004.743,6 Ton AC
2024-09-02 15:13:31,1025.767,232,5.165,1025.767,Vacuum Cleaner
2024-09-02 15:13:31,8167.518,233,35.896,7141.751,6 Ton AC
2024-09-02 15:13:31,8356.195,231,0.877,188.678,TV
2024-09-02 15:19:54,247.748,230,1.278,247.748,Refrigerator
2024-09-02 15:19:54,7323.433,230,35.515,7075.685,6 Ton AC
2024-09-02 15:19:54,7516.447,230,0.877,193.014,TV
2024-09-02 15:26:09,1043.565,231,5.273,1043.565,Vacuum Cleaner
2024-09-02 15:26:09,8151.327,232,35.447,7107.762,6 Ton AC
2024-09-02 15:26:09,8341.717,233,0.863,190.39,TV
2024-09-02 15:35:26,7020.82,233,35.041,7020.82,6 Ton AC
2024-09-02 15:35:26,7213.685,231,0.862,192.866,TV
2024-09-02 15:35:26,8096.473,231,3.974,882.788,Microwave Oven
2024-09-02 15:43:27,1041.581,232,5.231,1041.581,Vacuum Cleaner
2024-09-02 15:43:27,8102.361,232,35.886,7060.78,6 Ton AC
2024-09-02 15:43:27,8292.317,230,0.885,189.956,TV
2024-09-02 15:52:31,857.517,232,3.97,857.517,Microwave Oven
2024-09-02 15:52:31,1868.889,230,5.202,1011.372,Vacuum Cleaner
2024-09-02 15:52:31,2114.566,231,1.269,245.676,Refrigerator
2024-09-02 16:00:06,1608.34,230,7.058,1608.34,Hair Dryer
2024-09-02 16:00:06,1797.825,230,0.858,189.485,TV
2024-09-02 16:00:06,3330.356,232,6.547,1532.531,Electric Kettle
2024-09-02 16:10:05,1487.235,233,6.404,1487.235,Iron
2024-09-02 16:10:05,3069.529,231,6.914,1582.293,Hair Dryer
2024-09-02 16:10:05,3259.218,233,0.873,189.689,TV
2024-09-02 16:17:11,1472.713,233,6.34,1472.713,Electric Kettle
2024-09-02 16:17:11,2336.929,230,4.02,864.216,Microwave Oven
2024-09-02 16:17:11,3824.405,230,6.57,1487.476,Iron
2024-09-02 16:25:51,866.175,233,3.873,866.175,Microwave Oven
2024-09-02 16:25:51,2369.068,232,6.4,1502.893,Electric Kettle
2024-09-02 16:25:51,3873.266,232,6.466,1504.198,Iron
2024-09-02 16:35:49,1535.659,233,6.505,1535.659,Electric Kettle
2024-09-02 16:35:49,2451.435,230,4.143,915.775,Microwave Oven
2024-09-02 16:35:49,4067.296,232,7.02,1615.861,Hair Dryer
2024-09-02 16:40:37,882.573,231,4.024,882.573,Microwave Oven
2024-09-02 16:40:37,2369.651,230,6.532,1487.078,Electric Kettle
2024-09-02 16:40:37,3823.306,232,6.367,1453.656,Iron
2024-09-02 16:46:11,902.278,230,4.093,902.278,Microwave Oven
2024-09-02 16:46:11,1093.934,231,0.861,191.655,TV
2024-09-02 16:46:11,2611.371,231,6.511,1517.437,Iron
2024-09-02 16:50:24,1535.033,230,6.576,1535.033,Iron
2024-09-02 16:50:24,3144.242,230,7.085,1609.209,Hair Dryer
2024-09-02 16:50:24,3339.193,233,0.867,194.95,TV
2024-09-02 16:56:03,1470.975,232,6.396,1470.975,Electric Kettle
2024-09-02 16:56:03,2949.418,232,6.401,1478.443,Iron
2024-09-02 16:56:03,4520.398,230,6.854,1570.98,Hair Dryer
2024-09-03 09:00:00,1216.648,231,5.243,1216.648,Coffee Machine
2024-09-03 09:00:00,2018.076,232,3.513,801.428,Toaster
2024-09-03 09:00:00,3517.92,233,6.419,1499.844,Iron
2024-09-03 09:05:51,802.799,233,3.469,802.799,Toaster
2024-09-03 09:05:51,2301.591,230,6.536,1498.792,Electric Kettle
2024-09-03 09:05:51,3814.811,230,6.496,1513.219,Iron
2024-09-03 09:14:14,182.05,230,0.878,182.05,Desktop Computer
2024-09-03 09:14:14,1683.037,232,6.459,1500.987,Electric Kettle
2024-09-03 09:14:14,2878.3,230,5.133,1195.263,Coffee Machine
2024-09-03 09:23:40,1493.179,233,6.34,1493.179,Electric Kettle
2024-09-03 09:23:40,1998.145,233,2.573,504.966,Washing Machine
2024-09-03 09:23:40,2795.494,230,3.437,797.349,Toaster
2024-09-03 09:32:37,1539.244,230,6.622,1539.244,Electric Kettle
2024-09-03 09:32:37,2319.787,231,3.408,780.542,Toaster
2024-09-03 09:32:37,2827.491,233,2.552,507.704,Washing Machine
2024-09-03 09:40:17,1228.382,231,5.284,1228.382,Coffee Machine
2024-09-03 09:40:17,2029.654,231,3.514,801.272,Toaster
2024-09-03 09:40:17,2215.887,232,0.875,186.233,Desktop Computer
2024-09-03 09:44:48,504.873,231,2.555,504.873,Washing Machine
2024-09-03 09:44:48,2025.115,231,6.461,1520.242,Electric Kettle
2024-09-03 09:44:48,3240.109,232,5.219,1214.994,Coffee Machine
2024-09-03 09:49:40,177.531,233,0.856,177.531,Desktop Computer
2024-09-03 09:49:40,1405.498,231,5.247,1227.966,Coffee Machine
2024-09-03 09:49:40,2949.301,232,6.524,1543.804,Iron
2024-09-03 09:55:08,506.58,230,2.548,506.58,Washing Machine
2024-09-03 09:55:08,1716.52,233,5.165,1209.94,Coffee Machine
2024-09-03 09:55:08,1895.155,230,0.855,178.636,Desktop Computer
2024-09-03 10:01:42,1040.155,233,5.207,1040.155,Vacuum Cleaner
2024-09-03 10:01:42,1230.012,232,0.879,189.857,TV
2024-09-03 10:01:42,8170.717,232,34.842,6940.704,6 Ton AC
2024-09-03 10:05:53,892.954,231,4.035,892.954,Microwave Oven
2024-09-03 10:05:53,1078.133,230,0.856,185.179,TV
2024-09-03 10:05:53,8102.453,231,36.194,7024.321,6 Ton AC
2024-09-03 10:12:32,190.601,232,0.851,190.601,TV
2024-09-03 10:12:32,7257.765,231,35.751,7067.164,6 Ton AC
2024-09-03 10:12:32,8282.883,232,5.209,1025.118,Vacuum Cleaner
2024-09-03 10:21:40,870.046,231,3.985,870.046,Microwave Oven
2024-09-03 10:21:40,1121.255,233,1.248,251.209,Refrigerator
2024-09-03 10:21:40,2136.504,231,5.117,1015.249,Vacuum Cleaner
2024-09-03 10:30:54,885.747,232,3.988,885.747,Microwave Oven
2024-09-03 10:30:54,1138.713,233,1.263,252.966,Refrigerator
2024-09-03 10:30:54,8369.691,230,36.29,7230.978,6 Ton AC
2024-09-03 10:40:13,1038.861,232,5.17,1038.861,Vacuum Cleaner
2024-09-03 10:40:13,1229.345,231,0.853,190.484,TV
2024-09-03 10:40:13,1479.386,231,1.282,250.041,Refrigerator
2024-09-03 10:45:10,7041.163,230,35.814,7041.163,6 Ton AC
2024-09-03 10:45:10,8088.151,230,5.27,1046.988,Vacuum Cleaner
2024-09-03 10:45:10,8982.045,230,4.064,893.894,Microwave Oven
2024-09-03 10:53:23,253.366,233,1.255,253.366,Refrigerator
2024-09-03 10:53:23,1155.551,232,4.042,902.185,Microwave Oven
2024-09-03 10:53:23,8284.295,232,35.915,7128.744,6 Ton AC
2024-09-03 10:57:47,882.122,232,3.928,882.122,Microwave Oven
2024-09-03 10:57:47,1074.056,231,0.871,191.934,TV
2024-09-03 10:57:47,1330.532,231,1.312,256.477,Refrigerator
2024-09-03 11:04:20,871.509,233,3.923,871.509,Microwave Oven
2024-09-03 11:04:20,1899.269,233,5.09,1027.76,Vacuum Cleaner
2024-09-03 11:04:20,2149.542,231,1.297,250.273,Refrigerator
2024-09-03 11:13:37,995.295,231,5.109,995.295,Vacuum Cleaner
2024-09-03 11:13:37,8091.054,230,35.686,7095.759,6 Ton AC
2024-09-03 11:13:37,8992.967,231,4.105,901.913,Microwave Oven
2024-09-03 11:18:19,865.722,232,4.006,865.722,Microwave Oven
2024-09-03 11:18:19,1895.843,233,5.139,1030.12,Vacuum Cleaner
2024-09-03 11:18:19,2086.434,230,0.864,190.591,TV
2024-09-03 11:26:06,186.837,230,0.867,186.837,TV
2024-09-03 11:26:06,1216.16,231,5.193,1029.323,Vacuum Cleaner
2024-09-03 11:26:06,2098.249,233,3.913,882.089,Microwave Oven
2024-09-03 11:33:44,905.292,230,4.119,905.292,Microwave Oven
2024-09-03 11:33:44,7820.634,230,35.626,6915.341,6 Ton AC
2024-09-03 11:33:44,8005.76,230,0.861,185.126,TV
2024-09-03 11:42:36,189.901,232,0.865,189.901,TV
2024-09-03 11:42:36,446.014,232,1.299,256.114,Refrigerator
2024-09-03 11:42:36,1479.557,231,5.266,1033.543,Vacuum Cleaner
2024-09-03 11:48:34,7101.17,232,35.326,7101.17,6 Ton AC
2024-09-03 11:48:34,7291.185,233,0.866,190.015,TV
2024-09-03 11:48:34,7534.241,232,1.255,243.056,Refrigerator
2024-09-03 11:54:00,1020.153,230,5.303,1020.153,Vacuum Cleaner
2024-09-03 11:54:00,1886.991,231,3.973,866.838,Microwave Oven
2024-09-03 11:54:00,2078.06,233,0.852,191.069,TV
2024-09-03 12:02:04,1015.442,232,5.21,1015.442,Vacuum Cleaner
2024-09-03 12:02:04,7847.143,230,35.33,6831.701,6 Ton AC
2024-09-03 12:02:04,8739.002,233,4.01,891.859,Microwave Oven
2024-09-03 12:09:47,1055.476,232,5.256,1055.476,Vacuum Cleaner
2024-09-03 12:09:47,1250.652,232,0.878,195.176,TV
2024-09-03 12:09:47,2134.305,233,4.007,883.653,Microwave Oven
2024-09-03 12:19:12,908.165,230,4.076,908.165,Microwave Oven
2024-09-03 12:19:12,7788.108,233,34.806,6879.943,6 Ton AC
2024-09-03 12:19:12,7979.971,232,0.861,191.863,TV
2024-09-03 12:27:21,881.135,233,3.926,881.135,Microwave Oven
2024-09-03 12:27:21,7720.508,233,35.024,6839.373,6 Ton AC
2024-09-03 12:27:21,7973.769,232,1.297,253.261,Refrigerator
2024-09-03 12:33:08,1052.547,233,5.247,1052.547,Vacuum Cleaner
2024-09-03 12:33:08,1237.627,232,0.851,185.08,TV
2024-09-03 12:33:08,8005.957,233,34.804,6768.329,6 Ton AC
2024-09-03 12:40:12,859.69,233,3.933,859.69,Microwave Oven
2024-09-03 12:40:12,8060.339,230,36.187,7200.649,6 Ton AC
2024-09-03 12:40:12,9073.316,231,5.221,1012.977,Vacuum Cleaner
2024-09-03 12:47:51,243.487,233,1.25,243.487,Refrigerator
2024-09-03 12:47:51,7194.339,233,35.279,6950.852,6 Ton AC
2024-09-03 12:47:51,7381.357,233,0.853,187.018,TV
2024-09-03 12:57:25,890.87,230,4.111,890.87,Microwave Oven
2024-09-03 12:57:25,7732.311,233,35.129,6841.441,6 Ton AC
2024-09-03 12:57:25,8767.124,233,5.191,1034.813,Vacuum Cleaner
2024-09-03 13:04:41,6885.278,232,35.277,6885.278,6 Ton AC
2024-09-03 13:04:41,7777.317,230,4.095,892.039,Microwave Oven
2024-09-03 13:04:41,8026.122,232,1.276,248.804,Refrigerator
2024-09-03 13:14:16,193.105,231,0.864,193.105,TV
2024-09-03 13:14:16,1083.027,232,4.075,889.922,Microwave Oven
2024-09-03 13:14:16,7967.158,232,34.922,6884.132,6 Ton AC
2024-09-03 13:20:10,246.855,233,1.248,246.855,Refrigerator
2024-09-03 13:20:10,1143.311,231,4.009,896.456,Microwave Oven
2024-09-03 13:20:10,2164.613,232,5.238,1021.302,Vacuum Cleaner
2024-09-03 13:28:07,247.79,230,1.285,247.79,Refrigerator
2024-09-03 13:28:07,7044.761,230,35.387,6796.971,6 Ton AC
2024-09-03 13:28:07,8046.749,233,5.08,1001.987,Vacuum Cleaner
2024-09-03 13:37:10,193.152,233,0.876,193.152,TV
2024-09-03 13:37:10,1089.601,231,4.066,896.449,Microwave Oven
2024-09-03 13:37:10,2071.879,233,5.055,982.279,Vacuum Cleaner
2024-09-03 13:44:49,256.84,233,1.284,256.84,Refrigerator
2024-09-03 13:44:49,1258.873,230,5.137,1002.033,Vacuum Cleaner
2024-09-03 13:44:49,8236.085,231,35.713,6977.212,6 Ton AC
2024-09-03 13:53:19,7088.165,230,36.503,7088.165,6 Ton AC
2024-09-03 13:53:19,7279.68,231,0.879,191.515,TV
2024-09-03 13:53:19,7525.517,231,1.274,245.837,Refrigerator
2024-09-03 13:59:53,6872.87,230,35.379,6872.87,6 Ton AC
2024-09-03 13:59:53,7893.125,231,5.245,1020.255,Vacuum Cleaner
2024-09-03 13:59:53,8779.53,231,4.052,886.405,Microwave Oven
2024-09-03 14:07:56,192.981,230,0.872,192.981,TV
2024-09-03 14:07:56,7227.773,230,36.485,7034.792,6 Ton AC
2024-09-03 14:07:56,7477.283,231,1.269,249.51,Refrigerator
2024-09-03 14:17:32,892.341,233,3.964,892.341,Microwave Oven
2024-09-03 14:17:32,1144.526,232,1.292,252.185,Refrigerator
2024-09-03 14:17:32,8050.119,232,35.06,6905.593,6 Ton AC
2024-09-03 14:24:45,192.132,231,0.863,192.132,TV
2024-09-03 14:24:45,7283.177,231,35.782,7091.044,6 Ton AC
2024-09-03 14:24:45,8164.931,230,4.084,881.755,Microwave Oven
2024-09-03 14:31:21,250.593,232,1.29,250.593,Refrigerator
2024-09-03 14:31:21,1249.66,233,5.14,999.067,Vacuum Cleaner
2024-09-03 14:31:21,1441.805,231,0.885,192.145,TV
2024-09-03 14:38:02,1025.03,232,5.17,1025.03,Vacuum Cleaner
2024-09-03 14:38:02,7802.189,232,34.964,6777.159,6 Ton AC
2024-09-03 14:38:02,8061.704,233,1.289,259.515,Refrigerator
2024-09-03 14:45:25,914.915,231,4.115,914.915,Microwave Oven
2024-09-03 14:45:25,1104.403,233,0.868,189.488,TV
2024-09-03 14:45:25,8157.658,230,35.475,7053.255,6 Ton AC
2024-09-03 14:53:08,1013.546,231,5.226,1013.546,Vacuum Cleaner
2024-09-03 14:53:08,8095.228,233,35.721,7081.682,6 Ton AC
2024-09-03 14:53:08,8978.671,233,4.015,883.443,Microwave Oven
2024-09-03 14:57:47,186.405,231,0.861,186.405,TV
2024-09-03 14:57:47,445.638,230,1.307,259.233,Refrigerator
2024-09-03 14:57:47,7664.225,233,35.982,7218.587,6 Ton AC
2024-09-03 15:03:27,253.585,232,1.305,253.585,Refrigerator
2024-09-03 15:03:27,1135.85,231,4.044,882.265,Microwave Oven
2024-09-03 15:03:27,7949.115,231,35.221,6813.265,6 Ton AC
2024-09-03 15:09:29,1018.979,232,5.131,1018.979,Vacuum Cleaner
2024-09-03 15:09:29,8210.069,232,36.225,7191.089,6 Ton AC
2024-09-03 15:09:29,8458.936,231,1.265,248.867,Refrigerator
2024-09-03 15:14:38,1016.279,231,5.155,1016.279,Vacuum Cleaner
2024-09-03 15:14:38,1211.761,230,0.886,195.482,TV
2024-09-03 15:14:38,2095.077,233,3.945,883.316,Microwave Oven
2024-09-03 15:22:05,193.665,233,0.878,193.665,TV
2024-09-03 15:22:05,1230.177,230,5.315,1036.512,Vacuum Cleaner
2024-09-03 15:22:05,2131.736,231,4.081,901.559,Microwave Oven
2024-09-03 15:28:09,261.896,231,1.308,261.896,Refrigerator
2024-09-03 15:28:09,1299.36,231,5.193,1037.464,Vacuum Cleaner
2024-09-03 15:28:09,8299.747,233,34.849,7000.388,6 Ton AC
2024-09-03 15:36:01,194.518,230,0.883,194.518,TV
2024-09-03 15:36:01,449.746,231,1.315,255.228,Refrigerator
2024-09-03 15:36:01,1303.996,232,3.935,854.25,Microwave Oven
